#;Cajero;Apertura;Cierre;Estado;Efectivo Inicial;Efectivo Esperado;Efectivo Final;Diferencia;Total Ventas
14708;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;119078.86;0;-119078.86;19078.86
14707;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;149964.61;0;-149964.61;49964.61
14706;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;127713.85;0;-127713.85;27713.85
14705;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;131814.56;0;-131814.56;31814.56
14704;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;125156.69;0;-125156.69;25156.69
14703;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;118077.19;0;-118077.19;18077.19
14702;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;105740.67;0;-105740.67;5740.67
14701;Cajero;"4/9/2026, 3:13:15 p. m.";"4/9/2026, 3:13:15 p. m.";CLOSED;100000;108567.32;0;-108567.32;8567.32
14700;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;33782.2
14699;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;40029.23
14698;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;35433.43
14697;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;31526.87
14696;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;71187.83
14695;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;22022.05
14694;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;66892.39
14693;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;46068.38
14692;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;39929.54
14691;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;38144.08
14690;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;30533.47
14689;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;43467.99
14688;Cajero;"4/9/2026, 3:11:58 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;98310.16
14687;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:58 p. m.";CLOSED;200000;200000;0;-200000;16622.84
14686;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;30466.07
14685;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;40661.35
14684;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;35422.16
14683;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;27985.49
14682;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;27588.5
14681;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;80415.33
14680;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;8679.75
14679;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;20884.51
14678;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;8778.8
14677;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;90221.97
14676;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;20928.71
14675;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;16153.87
14674;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;27985.49
14673;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;24380.56
14672;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;56466.94
14671;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;14096.67
14670;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;65700.06
14669;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;90222.24
14668;Cajero;"4/9/2026, 3:11:57 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;20091.44
14667;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:57 p. m.";CLOSED;200000;200000;0;-200000;90769.61
14666;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;7477.6
14665;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;44155.95
14664;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;805.73
14663;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;53584.58
14662;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;2255.87
14661;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;32712.46
14660;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;40750.53
14659;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;31088.03
14658;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;42002.64
14657;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;36801.07
14656;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;32769.88
14655;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;12176.79
14654;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;82376.01
14653;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;93704.03
14652;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;48693.67
14651;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;33304.52
14650;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;17293
14649;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;89037.11
14648;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;45821.78
14647;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;28113.71
14646;Cajero;"4/9/2026, 3:11:56 p. m.";"4/9/2026, 3:11:56 p. m.";CLOSED;200000;200000;0;-200000;41268.83
14645;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;76743.37
14644;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;21355.56
14643;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;4957.39
14642;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;49309.87
14641;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;31935.88
14640;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;10566.15
14639;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;47391.4
14638;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;45563.43
14637;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;27829.4
14636;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;45181.3
14635;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;4871.18
14634;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;34926.51
14633;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;88037.49
14632;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;34216.23
14631;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;15261.24
14630;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;46049.94
14629;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;18970.22
14628;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;40047.56
14627;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;27688.35
14626;Cajero;"4/9/2026, 3:11:55 p. m.";"4/9/2026, 3:11:55 p. m.";CLOSED;200000;200000;0;-200000;41610.67
14625;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;17047.51
14624;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;67995.75
14623;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;47680.6
14622;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;34727.66
14621;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;50641.9
14620;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;11101.21
14619;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;7971.04
14618;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;4280.51
14617;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;64351.42
14616;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;50109.08
14615;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;31026.74
14614;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;32767.23
14613;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;8251.02
14612;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;33222.84
14611;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;34741.84
14610;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;86521.76
14609;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;82376.01
14608;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;76404.1
14607;Cajero;"4/9/2026, 3:11:54 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;9325.31
14606;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:54 p. m.";CLOSED;200000;200000;0;-200000;69301.97
14605;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;7172.06
14604;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;71694.48
14603;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;5704.62
14602;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;69804.7
14601;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;8705.18
14600;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;55463.21
14599;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;33679.86
14598;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;39052.22
14597;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;31698.87
14596;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;91248.87
14595;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;22766.27
14594;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;3849.03
14593;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;85582.58
14592;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;45228.98
14591;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;40913.47
14590;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;38623.15
14589;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;73052.78
14588;Cajero;"4/9/2026, 3:11:53 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;25165.76
14587;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:53 p. m.";CLOSED;200000;200000;0;-200000;48162.2
14586;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;25485.81
14585;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;26869.55
14584;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;13208.86
14583;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;2792.33
14582;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;44051.36
14581;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;34018.36
14580;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;9313.85
14579;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;30383.18
14578;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;8886.87
14577;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;46092.6
14576;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;96350.01
14575;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;7629.03
14574;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;85802.28
14573;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;36008.01
14572;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;32800.75
14571;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;42060.56
14570;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;20288.78
14569;Cajero;"4/9/2026, 3:11:52 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;7036.85
14568;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:52 p. m.";CLOSED;200000;200000;0;-200000;41894.53
14567;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;99886.01
14566;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;63782.36
14565;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;33326.08
14564;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;44593.75
14563;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;19642.2
14562;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;23264.92
14561;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;25073.32
14560;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;96636.92
14559;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;9034.11
14558;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;90500.24
14557;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;4871.18
14556;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;15957
14555;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;46163.26
14554;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;31189.15
14553;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;8801.21
14552;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;6661.55
14551;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;37301.17
14550;Cajero;"4/9/2026, 3:11:51 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;21507.7
14549;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:51 p. m.";CLOSED;200000;200000;0;-200000;76199.12
14548;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;3557.71
14547;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;37959.18
14546;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;27828.69
14545;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;24024.54
14544;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;27163.6
14543;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;71540.88
14542;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;70809.73
14541;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;48269.77
14540;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;14943.33
14539;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;62610.16
14538;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;20870.9
14537;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;32311.51
14536;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;43033.81
14535;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;27588.5
14534;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;92491.72
14533;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;48160.51
14532;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;10198.06
14531;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;78639.77
14530;Cajero;"4/9/2026, 3:11:50 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;20596.95
14529;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:50 p. m.";CLOSED;200000;200000;0;-200000;6194.35
14528;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;49183.74
14527;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;19163.25
14526;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;82601.03
14525;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;91219.49
14524;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;31332.01
14523;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;32552.01
14522;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;860.87
14521;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;8926.11
14520;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;71490.86
14519;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;25217.34
14518;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;7892.65
14517;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;8324.22
14516;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;40656.62
14515;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;36107.19
14514;Cajero;"4/9/2026, 3:11:49 p. m.";"4/9/2026, 3:11:49 p. m.";CLOSED;200000;200000;0;-200000;30081.24
