N° Factura;Fecha;Vendedor;Cliente;Subtotal;IVA;Descuento;Delivery;Total;Método Pago;Estado
V-2026-1532;"4/9/2026, 3:06:35 p. m.";Cajero;;313742.83;0;0;0;313742.83;"nequi: $331.063,83";COMPLETED
V-2026-1531;"4/9/2026, 3:06:35 p. m.";Cajero;;487446.18;0;0;0;487446.18;"tarjeta: $494.368,18";COMPLETED
V-2026-1530;"4/9/2026, 3:06:35 p. m.";Cajero;;128364.55;0;0;0;128364.55;"daviplata: $128.793,55";COMPLETED
V-2026-1529;"4/9/2026, 3:06:35 p. m.";Cajero;;499814.93;0;0;0;499814.93;"daviplata: $532.278,93";COMPLETED
V-2026-1528;"4/9/2026, 3:06:35 p. m.";Cajero;;1129111.26;0;0;0;1129111.26;"transferencia: $1.167.083,26";COMPLETED
V-2026-1527;"4/9/2026, 3:06:35 p. m.";Cajero;;772123.3500000001;0;0;0;772123.3500000001;"daviplata: $775.766,35";COMPLETED
V-2026-1526;"4/9/2026, 3:06:35 p. m.";Cajero;;449688.95999999996;0;0;0;449688.95999999996;"transferencia: $482.963,96";COMPLETED
V-2026-1525;"4/9/2026, 3:06:35 p. m.";Cajero;;280001.36;0;0;0;280001.36;"efectivo: $301.678,36";COMPLETED
V-2026-1524;"4/9/2026, 3:06:35 p. m.";Cajero;;211208.66;0;0;0;211208.66;"efectivo: $229.859,66";COMPLETED
V-2026-1523;"4/9/2026, 3:06:35 p. m.";Cajero;;1467998.56;0;0;0;1467998.56;"efectivo: $1.504.637,56";COMPLETED
V-2026-1522;"4/9/2026, 3:06:35 p. m.";Cajero;;1359025.02;0;0;0;1359025.02;"daviplata: $1.373.697,02";COMPLETED
V-2026-1521;"4/9/2026, 3:06:35 p. m.";Cajero;;687587.71;0;0;0;687587.71;"nequi: $692.541,71";COMPLETED
V-2026-1520;"4/9/2026, 3:06:35 p. m.";Cajero;;558194.91;0;0;0;558194.91;"tarjeta: $568.503,91";COMPLETED
V-2026-1519;"4/9/2026, 3:06:35 p. m.";Cajero;;20569.76;0;0;0;20569.76;"daviplata: $55.463,76";COMPLETED
V-2026-1518;"4/9/2026, 3:06:35 p. m.";Cajero;;203482.79;0;0;0;203482.79;"transferencia: $243.761,79";COMPLETED
V-2026-1517;"4/9/2026, 3:06:35 p. m.";Cajero;;157288.87;0;0;0;157288.87;"daviplata: $196.147,87";COMPLETED
V-2026-1516;"4/9/2026, 3:06:35 p. m.";Cajero;;345118.87;0;0;0;345118.87;"tarjeta: $349.922,87";COMPLETED
V-2026-1515;"4/9/2026, 3:06:35 p. m.";Cajero;;607225.9700000001;0;0;0;607225.9700000001;"tarjeta: $625.657,97";COMPLETED
V-2026-1514;"4/9/2026, 3:06:35 p. m.";Cajero;;24661.15;0;0;0;24661.15;"transferencia: $25.837,15";COMPLETED
V-2026-1513;"4/9/2026, 3:06:35 p. m.";Cajero;;410077.44;0;0;0;410077.44;"efectivo: $422.426,44";COMPLETED
V-2026-1512;"4/9/2026, 3:06:35 p. m.";Cajero;;233193.33000000002;0;0;0;233193.33000000002;"transferencia: $278.390,33";COMPLETED
V-2026-1511;"4/9/2026, 3:06:35 p. m.";Cajero;;246163.31;0;0;0;246163.31;"transferencia: $291.387,31";COMPLETED
V-2026-1510;"4/9/2026, 3:06:35 p. m.";Cajero;;18002.97;0;0;0;18002.97;"efectivo: $37.908,97";COMPLETED
V-2026-1509;"4/9/2026, 3:06:35 p. m.";Cajero;;117517.4;0;0;0;117517.4;"efectivo: $158.724,4";COMPLETED
V-2026-1508;"4/9/2026, 3:06:35 p. m.";Cajero;;331671.59;0;0;0;331671.59;"tarjeta: $381.385,59";COMPLETED
V-2026-1507;"4/9/2026, 3:06:35 p. m.";Cajero;;117849.95000000001;0;0;0;117849.95000000001;"nequi: $135.578,95";COMPLETED
V-2026-1506;"4/9/2026, 3:06:35 p. m.";Cajero;;494613.56;0;0;0;494613.56;"efectivo: $502.420,56";COMPLETED
V-2026-1505;"4/9/2026, 3:06:35 p. m.";Cajero;;406276.69;0;0;0;406276.69;"transferencia: $427.122,69";COMPLETED
V-2026-1504;"4/9/2026, 3:06:35 p. m.";Cajero;;435036.83;0;0;0;435036.83;"daviplata: $459.156,83";COMPLETED
V-2026-1503;"4/9/2026, 3:06:35 p. m.";Cajero;;478610.78;0;0;0;478610.78;"daviplata: $499.628,78";COMPLETED
V-2026-1502;"4/9/2026, 3:06:35 p. m.";Cajero;;899013.26;0;0;0;899013.26;"daviplata: $938.473,26";COMPLETED
V-2026-1501;"4/9/2026, 3:06:35 p. m.";Cajero;;147521.96000000002;0;0;0;147521.96000000002;"daviplata: $197.207,96";COMPLETED
V-2026-1500;"4/9/2026, 3:06:35 p. m.";Cajero;;181568.26;0;0;0;181568.26;"tarjeta: $184.523,26";COMPLETED
V-2026-1499;"4/9/2026, 3:06:35 p. m.";Cajero;;900907.34;0;0;0;900907.34;"daviplata: $937.568,34";COMPLETED
V-2026-1498;"4/9/2026, 3:06:35 p. m.";Cajero;;58232.92;0;0;0;58232.92;"daviplata: $86.136,92";COMPLETED
V-2026-1497;"4/9/2026, 3:06:35 p. m.";Cajero;;813408.49;0;0;0;813408.49;"efectivo: $830.608,49";COMPLETED
V-2026-1496;"4/9/2026, 3:06:35 p. m.";Cajero;;253353.31;0;0;0;253353.31;"nequi: $257.847,31";COMPLETED
V-2026-1495;"4/9/2026, 3:06:35 p. m.";Cajero;;370264.47;0;0;0;370264.47;"nequi: $396.688,47";COMPLETED
V-2026-1494;"4/9/2026, 3:06:35 p. m.";Cajero;;334884.08999999997;0;0;0;334884.08999999997;"tarjeta: $370.533,09";COMPLETED
V-2026-1493;"4/9/2026, 3:06:35 p. m.";Cajero;;1018354.51;0;0;0;1018354.51;"nequi: $1.064.495,51";COMPLETED
V-2026-1492;"4/9/2026, 3:06:35 p. m.";Cajero;;306464.56;0;0;0;306464.56;"nequi: $306.599,56";COMPLETED
V-2026-1491;"4/9/2026, 3:06:35 p. m.";Cajero;;909706.8;0;0;0;909706.8;"transferencia: $925.849,8";COMPLETED
V-2026-1490;"4/9/2026, 3:06:35 p. m.";Cajero;;428215.5;0;0;0;428215.5;"transferencia: $447.755,5";COMPLETED
V-2026-1489;"4/9/2026, 3:06:35 p. m.";Cajero;;330070.76;0;0;0;330070.76;"nequi: $367.242,76";COMPLETED
V-2026-1488;"4/9/2026, 3:06:35 p. m.";Cajero;;828647.5799999998;0;0;0;828647.5799999998;"transferencia: $852.691,58";COMPLETED
V-2026-1487;"4/9/2026, 3:06:35 p. m.";Cajero;;450929.9;0;0;0;450929.9;"efectivo: $480.767,9";COMPLETED
V-2026-1486;"4/9/2026, 3:06:35 p. m.";Cajero;;29349.7;0;0;0;29349.7;"daviplata: $70.322,7";COMPLETED
V-2026-1485;"4/9/2026, 3:06:35 p. m.";Cajero;;414532.72000000003;0;0;0;414532.72000000003;"tarjeta: $422.604,72";COMPLETED
V-2026-1484;"4/9/2026, 3:06:35 p. m.";Cajero;;27940.5;0;0;0;27940.5;"nequi: $38.054,5";COMPLETED
V-2026-1483;"4/9/2026, 3:06:35 p. m.";Cajero;;422081.44;0;0;0;422081.44;"daviplata: $453.774,44";COMPLETED
V-2026-1482;"4/9/2026, 3:06:35 p. m.";Cajero;;463306.8;0;0;0;463306.8;"transferencia: $473.537,8";COMPLETED
V-2026-1481;"4/9/2026, 3:06:35 p. m.";Cajero;;129843.53;0;0;0;129843.53;"transferencia: $138.223,53";COMPLETED
V-2026-1480;"4/9/2026, 3:06:35 p. m.";Cajero;;1058427.03;0;0;0;1058427.03;"tarjeta: $1.071.156,03";COMPLETED
V-2026-1479;"4/9/2026, 3:06:35 p. m.";Cajero;;322588.93;0;0;0;322588.93;"efectivo: $367.493,93";COMPLETED
V-2026-1478;"4/9/2026, 3:06:35 p. m.";Cajero;;409227.56;0;0;0;409227.56;"efectivo: $412.097,56";COMPLETED
V-2026-1477;"4/9/2026, 3:06:35 p. m.";Cajero;;484693.70000000007;0;0;0;484693.70000000007;"nequi: $522.324,7";COMPLETED
V-2026-1476;"4/9/2026, 3:06:35 p. m.";Cajero;;422529.85000000003;0;0;0;422529.85000000003;"daviplata: $453.474,85";COMPLETED
V-2026-1475;"4/9/2026, 3:06:35 p. m.";Cajero;;281261.04;0;0;0;281261.04;"daviplata: $301.623,04";COMPLETED
V-2026-1474;"4/9/2026, 3:06:35 p. m.";Cajero;;894918.5700000001;0;0;0;894918.5700000001;"nequi: $921.344,57";COMPLETED
V-2026-1473;"4/9/2026, 3:06:35 p. m.";Cajero;;265028.22;0;0;0;265028.22;"transferencia: $290.215,22";COMPLETED
V-2026-1472;"4/9/2026, 3:06:35 p. m.";Cajero;;203966.9;0;0;0;203966.9;"nequi: $241.943,9";COMPLETED
V-2026-1471;"4/9/2026, 3:06:35 p. m.";Cajero;;436894.06000000006;0;0;0;436894.06000000006;"tarjeta: $482.280,06";COMPLETED
V-2026-1470;"4/9/2026, 3:06:35 p. m.";Cajero;;242599.46;0;0;0;242599.46;"daviplata: $273.924,46";COMPLETED
V-2026-1469;"4/9/2026, 3:06:35 p. m.";Cajero;;377546.67000000004;0;0;0;377546.67000000004;"transferencia: $383.714,67";COMPLETED
V-2026-1468;"4/9/2026, 3:06:35 p. m.";Cajero;;107415.86;0;0;0;107415.86;"transferencia: $138.513,86";COMPLETED
V-2026-1467;"4/9/2026, 3:06:35 p. m.";Cajero;;321723.66;0;0;0;321723.66;"daviplata: $352.368,66";COMPLETED
V-2026-1466;"4/9/2026, 3:06:35 p. m.";Cajero;;1167128.46;0;0;0;1167128.46;"daviplata: $1.173.220,46";COMPLETED
V-2026-1465;"4/9/2026, 3:06:35 p. m.";Cajero;;130895.97;0;0;0;130895.97;"transferencia: $176.718,97";COMPLETED
V-2026-1464;"4/9/2026, 3:06:35 p. m.";Cajero;;308825.48;0;0;0;308825.48;"daviplata: $351.114,48";COMPLETED
V-2026-1463;"4/9/2026, 3:06:35 p. m.";Cajero;;426637.7;0;0;0;426637.7;"nequi: $453.043,7";COMPLETED
V-2026-1462;"4/9/2026, 3:06:35 p. m.";Cajero;;44471.32;0;0;0;44471.32;"tarjeta: $56.672,32";COMPLETED
V-2026-1461;"4/9/2026, 3:06:35 p. m.";Cajero;;362801.48;0;0;0;362801.48;"transferencia: $367.493,48";COMPLETED
V-2026-1460;"4/9/2026, 3:06:35 p. m.";Cajero;;195923.58000000002;0;0;0;195923.58000000002;"transferencia: $196.187,58";COMPLETED
V-2026-1459;"4/9/2026, 3:06:35 p. m.";Cajero;;827810.0100000001;0;0;0;827810.0100000001;"transferencia: $832.934,01";COMPLETED
V-2026-1458;"4/9/2026, 3:06:35 p. m.";Cajero;;31592.43;0;0;0;31592.43;"tarjeta: $74.483,43";COMPLETED
V-2026-1457;"4/9/2026, 3:06:35 p. m.";Cajero;;591561.04;0;0;0;591561.04;"nequi: $598.757,04";COMPLETED
V-2026-1456;"4/9/2026, 3:06:35 p. m.";Cajero;;344219.98000000004;0;0;0;344219.98000000004;"daviplata: $378.448,98";COMPLETED
V-2026-1455;"4/9/2026, 3:06:35 p. m.";Cajero;;274689.49;0;0;0;274689.49;"transferencia: $323.048,49";COMPLETED
V-2026-1454;"4/9/2026, 3:06:35 p. m.";Cajero;;678344.23;0;0;0;678344.23;"transferencia: $711.224,23";COMPLETED
V-2026-1453;"4/9/2026, 3:06:35 p. m.";Cajero;;553433.29;0;0;0;553433.29;"efectivo: $561.896,29";COMPLETED
V-2026-1452;"4/9/2026, 3:06:35 p. m.";Cajero;;929914.2499999999;0;0;0;929914.2499999999;"efectivo: $942.140,25";COMPLETED
V-2026-1451;"4/9/2026, 3:06:35 p. m.";Cajero;;373283.26;0;0;0;373283.26;"efectivo: $409.082,26";COMPLETED
V-2026-1450;"4/9/2026, 3:06:35 p. m.";Cajero;;146645.1;0;0;0;146645.1;"tarjeta: $183.779,1";COMPLETED
V-2026-1449;"4/9/2026, 3:06:35 p. m.";Cajero;;691431.7300000001;0;0;0;691431.7300000001;"efectivo: $710.768,73";COMPLETED
V-2026-1448;"4/9/2026, 3:06:35 p. m.";Cajero;;472172.15;0;0;0;472172.15;"nequi: $488.166,15";COMPLETED
V-2026-1447;"4/9/2026, 3:06:35 p. m.";Cajero;;239974.55;0;0;0;239974.55;"tarjeta: $278.999,55";COMPLETED
V-2026-1446;"4/9/2026, 3:06:35 p. m.";Cajero;;843037.97;0;0;0;843037.97;"daviplata: $846.231,97";COMPLETED
V-2026-1445;"4/9/2026, 3:06:35 p. m.";Cajero;;495055.98;0;0;0;495055.98;"nequi: $525.626,98";COMPLETED
V-2026-1444;"4/9/2026, 3:06:35 p. m.";Cajero;;528788.3;0;0;0;528788.3;"daviplata: $546.884,3";COMPLETED
V-2026-1443;"4/9/2026, 3:06:35 p. m.";Cajero;;347539.66;0;0;0;347539.66;"transferencia: $352.935,66";COMPLETED
V-2026-1442;"4/9/2026, 3:06:35 p. m.";Cajero;;461324.80000000005;0;0;0;461324.80000000005;"efectivo: $475.640,8";COMPLETED
V-2026-1441;"4/9/2026, 3:06:35 p. m.";Cajero;;145471.77000000002;0;0;0;145471.77000000002;"daviplata: $179.088,77";COMPLETED
V-2026-1440;"4/9/2026, 3:06:35 p. m.";Cajero;;427942.33999999997;0;0;0;427942.33999999997;"nequi: $438.254,34";COMPLETED
V-2026-1439;"4/9/2026, 3:06:35 p. m.";Cajero;;367829.68;0;0;0;367829.68;"efectivo: $388.943,68";COMPLETED
V-2026-1438;"4/9/2026, 3:06:35 p. m.";Cajero;;655676.45;0;0;0;655676.45;"tarjeta: $668.566,45";COMPLETED
V-2026-1437;"4/9/2026, 3:06:35 p. m.";Cajero;;905070.5;0;0;0;905070.5;"transferencia: $953.795,5";COMPLETED
V-2026-1436;"4/9/2026, 3:06:35 p. m.";Cajero;;210013.2;0;0;0;210013.2;"efectivo: $236.367,2";COMPLETED
V-2026-1435;"4/9/2026, 3:06:35 p. m.";Cajero;;554245.14;0;0;0;554245.14;"transferencia: $580.354,14";COMPLETED
V-2026-1434;"4/9/2026, 3:06:35 p. m.";Cajero;;45541.64;0;0;0;45541.64;"efectivo: $86.444,64";COMPLETED
V-2026-1433;"4/9/2026, 3:06:35 p. m.";Cajero;;430166.22000000003;0;0;0;430166.22000000003;"efectivo: $431.689,22";COMPLETED
V-2026-1432;"4/9/2026, 3:06:35 p. m.";Cajero;;974632.87;0;0;0;974632.87;"tarjeta: $1.004.175,87";COMPLETED
V-2026-1431;"4/9/2026, 3:06:34 p. m.";Cajero;;320641.82999999996;0;0;0;320641.82999999996;"transferencia: $328.992,83";COMPLETED
V-2026-1430;"4/9/2026, 3:06:34 p. m.";Cajero;;314464.24;0;0;0;314464.24;"tarjeta: $322.077,24";COMPLETED
V-2026-1429;"4/9/2026, 3:06:34 p. m.";Cajero;;90316.46;0;0;0;90316.46;"transferencia: $93.304,46";COMPLETED
V-2026-1428;"4/9/2026, 3:06:34 p. m.";Cajero;;126818.4;0;0;0;126818.4;"tarjeta: $133.872,4";COMPLETED
V-2026-1427;"4/9/2026, 3:06:34 p. m.";Cajero;;428117.92;0;0;0;428117.92;"efectivo: $449.255,92";COMPLETED
V-2026-1426;"4/9/2026, 3:06:34 p. m.";Cajero;;376655.6;0;0;0;376655.6;"nequi: $392.459,6";COMPLETED
V-2026-1425;"4/9/2026, 3:06:34 p. m.";Cajero;;85747.84;0;0;0;85747.84;"transferencia: $103.220,84";COMPLETED
V-2026-1424;"4/9/2026, 3:06:34 p. m.";Cajero;;586907.5700000001;0;0;0;586907.5700000001;"nequi: $599.328,57";COMPLETED
V-2026-1423;"4/9/2026, 3:06:34 p. m.";Cajero;;321192;0;0;0;321192;tarjeta: $358.896;COMPLETED
V-2026-1422;"4/9/2026, 3:06:34 p. m.";Cajero;;644740.9900000001;0;0;0;644740.9900000001;"transferencia: $682.707,99";COMPLETED
V-2026-1421;"4/9/2026, 3:06:34 p. m.";Cajero;;110649.84;0;0;0;110649.84;"efectivo: $120.498,84";COMPLETED
V-2026-1420;"4/9/2026, 3:06:34 p. m.";Cajero;;875067.54;0;0;0;875067.54;"transferencia: $881.827,54";COMPLETED
V-2026-1419;"4/9/2026, 3:06:34 p. m.";Cajero;;990726.4700000001;0;0;0;990726.4700000001;"tarjeta: $1.033.493,47";COMPLETED
V-2026-1418;"4/9/2026, 3:06:34 p. m.";Cajero;;239613.34;0;0;0;239613.34;"tarjeta: $247.152,34";COMPLETED
V-2026-1417;"4/9/2026, 3:06:34 p. m.";Cajero;;318525.58;0;0;0;318525.58;"efectivo: $359.554,58";COMPLETED
V-2026-1416;"4/9/2026, 3:06:34 p. m.";Cajero;;786337.95;0;0;0;786337.95;"nequi: $826.292,95";COMPLETED
V-2026-1415;"4/9/2026, 3:06:34 p. m.";Cajero;;264044.65;0;0;0;264044.65;"transferencia: $295.659,65";COMPLETED
V-2026-1414;"4/9/2026, 3:06:34 p. m.";Cajero;;97635.1;0;0;0;97635.1;"tarjeta: $126.071,1";COMPLETED
V-2026-1413;"4/9/2026, 3:06:34 p. m.";Cajero;;572826.9400000001;0;0;0;572826.9400000001;"nequi: $598.914,94";COMPLETED
V-2026-1412;"4/9/2026, 3:06:34 p. m.";Cajero;;1486905.02;0;0;0;1486905.02;"daviplata: $1.536.485,02";COMPLETED
V-2026-1411;"4/9/2026, 3:06:34 p. m.";Cajero;;531402.6000000001;0;0;0;531402.6000000001;"tarjeta: $568.188,6";COMPLETED
V-2026-1410;"4/9/2026, 3:06:34 p. m.";Cajero;;57781.399999999994;0;0;0;57781.399999999994;"daviplata: $80.990,4";COMPLETED
V-2026-1409;"4/9/2026, 3:06:34 p. m.";Cajero;;378317.61;0;0;0;378317.61;"efectivo: $383.094,61";COMPLETED
V-2026-1408;"4/9/2026, 3:06:34 p. m.";Cajero;;238882.74;0;0;0;238882.74;"nequi: $280.072,74";COMPLETED
V-2026-1407;"4/9/2026, 3:06:34 p. m.";Cajero;;64342.96;0;0;0;64342.96;"daviplata: $106.290,96";COMPLETED
V-2026-1406;"4/9/2026, 3:06:34 p. m.";Cajero;;511419.77999999997;0;0;0;511419.77999999997;"transferencia: $525.430,78";COMPLETED
V-2026-1405;"4/9/2026, 3:06:34 p. m.";Cajero;;601760.6499999999;0;0;0;601760.6499999999;"tarjeta: $606.062,65";COMPLETED
V-2026-1404;"4/9/2026, 3:06:34 p. m.";Cajero;;226656.95;0;0;0;226656.95;"transferencia: $234.523,95";COMPLETED
V-2026-1403;"4/9/2026, 3:06:34 p. m.";Cajero;;362486.64;0;0;0;362486.64;"daviplata: $405.877,64";COMPLETED
V-2026-1402;"4/9/2026, 3:06:34 p. m.";Cajero;;993452.3;0;0;0;993452.3;"tarjeta: $1.025.306,3";COMPLETED
V-2026-1401;"4/9/2026, 3:06:34 p. m.";Cajero;;495493.69;0;0;0;495493.69;"transferencia: $512.165,69";COMPLETED
V-2026-1400;"4/9/2026, 3:06:34 p. m.";Cajero;;142884.12;0;0;0;142884.12;"efectivo: $179.521,12";COMPLETED
V-2026-1399;"4/9/2026, 3:06:34 p. m.";Cajero;;465005.45;0;0;0;465005.45;"tarjeta: $492.242,45";COMPLETED
V-2026-1398;"4/9/2026, 3:06:34 p. m.";Cajero;;1209901.02;0;0;0;1209901.02;"nequi: $1.214.024,02";COMPLETED
V-2026-1397;"4/9/2026, 3:06:34 p. m.";Cajero;;462557.26;0;0;0;462557.26;"efectivo: $509.944,26";COMPLETED
V-2026-1396;"4/9/2026, 3:06:34 p. m.";Cajero;;509777.08999999997;0;0;0;509777.08999999997;"tarjeta: $512.708,09";COMPLETED
V-2026-1395;"4/9/2026, 3:06:34 p. m.";Cajero;;205953.46;0;0;0;205953.46;"daviplata: $250.017,46";COMPLETED
V-2026-1394;"4/9/2026, 3:06:34 p. m.";Cajero;;695101.13;0;0;0;695101.13;"nequi: $733.917,13";COMPLETED
V-2026-1393;"4/9/2026, 3:06:34 p. m.";Cajero;;53640.39;0;0;0;53640.39;"transferencia: $87.467,39";COMPLETED
V-2026-1392;"4/9/2026, 3:06:34 p. m.";Cajero;;151297.4;0;0;0;151297.4;"daviplata: $188.729,4";COMPLETED
V-2026-1391;"4/9/2026, 3:06:34 p. m.";Cajero;;951136.6900000001;0;0;0;951136.6900000001;"tarjeta: $999.355,69";COMPLETED
V-2026-1390;"4/9/2026, 3:06:34 p. m.";Cajero;;934513;0;0;0;934513;daviplata: $941.367;COMPLETED
V-2026-1389;"4/9/2026, 3:06:34 p. m.";Cajero;;453088.3;0;0;0;453088.3;"transferencia: $502.638,3";COMPLETED
V-2026-1388;"4/9/2026, 3:06:34 p. m.";Cajero;;823103.04;0;0;0;823103.04;"nequi: $830.233,04";COMPLETED
V-2026-1387;"4/9/2026, 3:06:34 p. m.";Cajero;;300779.69999999995;0;0;0;300779.69999999995;"daviplata: $334.791,7";COMPLETED
V-2026-1386;"4/9/2026, 3:06:34 p. m.";Cajero;;69888.01;0;0;0;69888.01;"nequi: $110.173,01";COMPLETED
V-2026-1385;"4/9/2026, 3:06:34 p. m.";Cajero;;610863.8200000001;0;0;0;610863.8200000001;"efectivo: $645.425,82";COMPLETED
V-2026-1384;"4/9/2026, 3:06:34 p. m.";Cajero;;544670.53;0;0;0;544670.53;"nequi: $552.947,53";COMPLETED
V-2026-1383;"4/9/2026, 3:06:34 p. m.";Cajero;;430164.93000000005;0;0;0;430164.93000000005;"tarjeta: $437.740,93";COMPLETED
V-2026-1382;"4/9/2026, 3:06:34 p. m.";Cajero;;505481.5900000001;0;0;0;505481.5900000001;"nequi: $507.737,59";COMPLETED
V-2026-1381;"4/9/2026, 3:06:34 p. m.";Cajero;;391866.65;0;0;0;391866.65;"efectivo: $427.855,65";COMPLETED
V-2026-1380;"4/9/2026, 3:06:34 p. m.";Cajero;;421920.63;0;0;0;421920.63;"daviplata: $435.367,63";COMPLETED
V-2026-1379;"4/9/2026, 3:06:34 p. m.";Cajero;;689883.72;0;0;0;689883.72;"nequi: $721.901,72";COMPLETED
V-2026-1378;"4/9/2026, 3:06:34 p. m.";Cajero;;376712.76;0;0;0;376712.76;"daviplata: $402.661,76";COMPLETED
V-2026-1377;"4/9/2026, 3:06:34 p. m.";Cajero;;396764.88000000006;0;0;0;396764.88000000006;"nequi: $431.183,88";COMPLETED
V-2026-1376;"4/9/2026, 3:06:34 p. m.";Cajero;;865851.2799999999;0;0;0;865851.2799999999;"transferencia: $870.992,28";COMPLETED
V-2026-1375;"4/9/2026, 3:06:34 p. m.";Cajero;;637898.33;0;0;0;637898.33;"tarjeta: $644.494,33";COMPLETED
V-2026-1374;"4/9/2026, 3:06:34 p. m.";Cajero;;433725.53;0;0;0;433725.53;"daviplata: $469.909,53";COMPLETED
V-2026-1373;"4/9/2026, 3:06:34 p. m.";Cajero;;362689.04;0;0;0;362689.04;"transferencia: $401.690,04";COMPLETED
V-2026-1372;"4/9/2026, 3:06:34 p. m.";Cajero;;411064.9;0;0;0;411064.9;"efectivo: $419.327,9";COMPLETED
V-2026-1371;"4/9/2026, 3:06:34 p. m.";Cajero;;833180.5099999999;0;0;0;833180.5099999999;"nequi: $870.885,51";COMPLETED
V-2026-1370;"4/9/2026, 3:06:34 p. m.";Cajero;;1026041.0499999999;0;0;0;1026041.0499999999;"nequi: $1.058.070,05";COMPLETED
V-2026-1369;"4/9/2026, 3:06:34 p. m.";Cajero;;112262.3;0;0;0;112262.3;"tarjeta: $146.455,3";COMPLETED
V-2026-1368;"4/9/2026, 3:06:34 p. m.";Cajero;;38581.619999999995;0;0;0;38581.619999999995;"efectivo: $48.503,62";COMPLETED
V-2026-1367;"4/9/2026, 3:06:34 p. m.";Cajero;;218648.81;0;0;0;218648.81;"efectivo: $223.477,81";COMPLETED
V-2026-1366;"4/9/2026, 3:06:34 p. m.";Cajero;;947496.17;0;0;0;947496.17;"transferencia: $961.100,17";COMPLETED
V-2026-1365;"4/9/2026, 3:06:34 p. m.";Cajero;;60388.119999999995;0;0;0;60388.119999999995;"daviplata: $106.865,12";COMPLETED
V-2026-1364;"4/9/2026, 3:06:34 p. m.";Cajero;;242630.76;0;0;0;242630.76;"tarjeta: $245.280,76";COMPLETED
V-2026-1363;"4/9/2026, 3:06:34 p. m.";Cajero;;792629.99;0;0;0;792629.99;"tarjeta: $804.811,99";COMPLETED
V-2026-1362;"4/9/2026, 3:06:34 p. m.";Cajero;;526969.5800000001;0;0;0;526969.5800000001;"daviplata: $529.658,58";COMPLETED
V-2026-1361;"4/9/2026, 3:06:34 p. m.";Cajero;;329657.08;0;0;0;329657.08;"nequi: $357.361,08";COMPLETED
V-2026-1360;"4/9/2026, 3:06:34 p. m.";Cajero;;353074.09;0;0;0;353074.09;"nequi: $365.516,09";COMPLETED
V-2026-1359;"4/9/2026, 3:06:34 p. m.";Cajero;;223104.16;0;0;0;223104.16;"daviplata: $238.981,16";COMPLETED
V-2026-1358;"4/9/2026, 3:06:34 p. m.";Cajero;;228104.5;0;0;0;228104.5;"transferencia: $232.817,5";COMPLETED
V-2026-1357;"4/9/2026, 3:06:34 p. m.";Cajero;;1150253.93;0;0;0;1150253.93;"tarjeta: $1.196.973,93";COMPLETED
V-2026-1356;"4/9/2026, 3:06:34 p. m.";Cajero;;882067.4;0;0;0;882067.4;"daviplata: $925.824,4";COMPLETED
V-2026-1355;"4/9/2026, 3:06:34 p. m.";Cajero;;145155.9;0;0;0;145155.9;"efectivo: $170.821,9";COMPLETED
V-2026-1354;"4/9/2026, 3:06:34 p. m.";Cajero;;626823.8500000001;0;0;0;626823.8500000001;"efectivo: $647.549,85";COMPLETED
V-2026-1353;"4/9/2026, 3:06:34 p. m.";Cajero;;743428.69;0;0;0;743428.69;"nequi: $791.886,69";COMPLETED
V-2026-1352;"4/9/2026, 3:06:34 p. m.";Cajero;;583502.11;0;0;0;583502.11;"transferencia: $618.967,11";COMPLETED
V-2026-1351;"4/9/2026, 3:06:34 p. m.";Cajero;;658280.56;0;0;0;658280.56;"efectivo: $686.472,56";COMPLETED
V-2026-1350;"4/9/2026, 3:06:34 p. m.";Cajero;;347117.15;0;0;0;347117.15;"nequi: $349.604,15";COMPLETED
V-2026-1349;"4/9/2026, 3:06:34 p. m.";Cajero;;261592.96999999997;0;0;0;261592.96999999997;"transferencia: $303.698,97";COMPLETED
V-2026-1348;"4/9/2026, 3:06:34 p. m.";Cajero;;896783.1499999999;0;0;0;896783.1499999999;"transferencia: $945.804,15";COMPLETED
V-2026-1347;"4/9/2026, 3:06:34 p. m.";Cajero;;630791.5700000001;0;0;0;630791.5700000001;"transferencia: $639.685,57";COMPLETED
V-2026-1346;"4/9/2026, 3:06:34 p. m.";Cajero;;521697.39999999997;0;0;0;521697.39999999997;"transferencia: $539.912,4";COMPLETED
V-2026-1345;"4/9/2026, 3:06:34 p. m.";Cajero;;171431.02000000002;0;0;0;171431.02000000002;"tarjeta: $205.134,02";COMPLETED
V-2026-1344;"4/9/2026, 3:06:34 p. m.";Cajero;;355384.32000000007;0;0;0;355384.32000000007;"tarjeta: $374.294,32";COMPLETED
V-2026-1343;"4/9/2026, 3:06:34 p. m.";Cajero;;1292824.7400000002;0;0;0;1292824.7400000002;"efectivo: $1.327.021,74";COMPLETED
V-2026-1342;"4/9/2026, 3:06:34 p. m.";Cajero;;521115.75;0;0;0;521115.75;"efectivo: $549.751,75";COMPLETED
V-2026-1341;"4/9/2026, 3:06:34 p. m.";Cajero;;1543880.3699999999;0;0;0;1543880.3699999999;"nequi: $1.584.746,37";COMPLETED
V-2026-1340;"4/9/2026, 3:06:34 p. m.";Cajero;;395380.15;0;0;0;395380.15;"tarjeta: $436.534,15";COMPLETED
V-2026-1339;"4/9/2026, 3:06:34 p. m.";Cajero;;33025.65;0;0;0;33025.65;"daviplata: $39.186,65";COMPLETED
